# Weather station Sofia (weather station), Bulgaria, WMO_ID=15614,selection from 16.01.2017 till 16.01.2018, all days
# Encoding: UTF-8
# The data are provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=15614&lang=en
#
"Local time in Sofia (weather station)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"09.01.2018 20:00";"4.4";"719.9";"774.1";"0.4";"85";"Wind blowing from the east-southeast";"2";"";"";"90  or more, but not 100%";" ";"";"";"-1.4";"10.6";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"15.0";"2.0";"No precipitation";"12";"";"";"";"";
"09.01.2018 17:00";"6.8";"719.5";"773.2";"0.0";"75";"Wind blowing from the south-east";"3";"";"";"90  or more, but not 100%";" ";"";"";"-1.4";"10.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"2.6";"";"";"";"";"";"";
"09.01.2018 14:00";"6.8";"719.5";"773.2";"-0.9";"75";"Wind blowing from the east";"1";"";"";"90  or more, but not 100%";" ";"";"";"-1.4";"6.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"20.0";"2.6";"No precipitation";"6";"";"";"";"";
"09.01.2018 11:00";"3.2";"720.4";"774.8";"0.6";"90";"Wind blowing from the north";"1";"";"";"70 – 80%.";"Clouds generally dissolving or becoming less developed. ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-1.4";"3.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"15.0";"1.7";"";"";"";"";"";"";
"09.01.2018 08:00";"-1.0";"719.8";"775.1";"0.4";"96";"Calm, no wind";"0";"";"";"100%.";"Fog or ice fog, sky invisible, no appreciable change during the preceding hour. ";"Fog or ice fog or thick haze.";"Fog or ice fog or thick haze.";"-1.2";"3.0";"";"Sky obscured by fog and/or other meteorological phenomena.";"600-1000";"";"";"0.5";"-1.6";"No precipitation";"12";"";"";"";"";
"09.01.2018 05:00";"-0.3";"719.4";"774.4";"0.2";"94";"Calm, no wind";"0";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-1.0";"3.0";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"600-1000";"";"";"8.0";"-1.1";"";"";"";"";"";"";
"09.01.2018 02:00";"1.0";"719.2";"774.0";"-0.1";"97";"Wind blowing from the north";"1";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"0.0";"3.0";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"600-1000";"";"";"8.0";"0.5";"No precipitation";"6";"";"";"";"";
"08.01.2018 23:00";"1.2";"719.3";"774.1";"0.1";"97";"Wind blowing from the north-east";"1";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"0.7";"3.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus covering the whole sky.";"8.0";"0.7";"";"";"";"";"";"";
"08.01.2018 20:00";"2.3";"719.2";"773.8";"0.2";"95";"Wind blowing from the west-southwest";"1";"";"";"100%.";" ";"";"";"0.8";"5.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus covering the whole sky.";"10.0";"1.5";"No precipitation";"12";"";"";"";"";
"08.01.2018 17:00";"4.4";"719.0";"773.1";"-0.1";"85";"Wind blowing from the east-southeast";"1";"";"";"70 – 80%.";" ";"";"";"0.8";"5.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"13.0";"2.0";"";"";"";"";"";"";
"08.01.2018 14:00";"5.2";"719.1";"773.0";"-1.5";"79";"Wind blowing from the north-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"0.8";"5.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"12.0";"1.8";"No precipitation";"6";"";"";"";"";
"08.01.2018 11:00";"2.6";"720.6";"775.1";"1.2";"86";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"0.8";"3.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"13.0";"0.5";"";"";"";"";"";"";
"08.01.2018 08:00";"1.0";"719.4";"774.2";"-0.5";"89";"Wind blowing from the west";"2";"";"";"90  or more, but not 100%";" ";"";"";"0.1";"5.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2500 or more, or no clouds.";"Altocumulus of a chaotic sky, generally at several levels.";"No Cirrus, Cirrocumulus or Cirrostratus.";"15.0";"-0.6";"No precipitation";"12";"";"";"";"";
"08.01.2018 05:00";"1.0";"719.9";"774.7";"0.4";"89";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"0.1";"5.8";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"12.0";"-0.6";"";"";"";"";"";"";
"08.01.2018 02:00";"1.4";"719.5";"774.2";"0.6";"89";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"1.0";"5.8";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"-0.2";"No precipitation";"6";"";"";"";"";
"07.01.2018 23:00";"5.4";"718.9";"772.8";"1.4";"73";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"3.4";"5.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"0.9";"";"";"";"";"";"";
"07.01.2018 20:00";"4.8";"717.5";"771.4";"1.0";"66";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"-2.0";"10.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"-1.0";"No precipitation";"12";"";"";"";"";
"07.01.2018 17:00";"8.6";"716.5";"769.5";"0.2";"65";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"-2.0";"10.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.";"20.0";"2.3";"";"";"";"";"";"";
"07.01.2018 14:00";"8.0";"716.3";"769.5";"-0.2";"63";"Wind blowing from the east";"1";"";"";"40%.";" ";"";"";"-2.0";"8.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"1.3";"No precipitation";"6";"";"";"";"";
"07.01.2018 11:00";"3.4";"716.5";"770.6";"1.2";"49";"Wind blowing from the south";"1";"";"";"50%.";" ";"";"";"-2.0";"3.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"-6.4";"";"";"";"";"";"";
"07.01.2018 08:00";"-1.6";"715.3";"770.4";"0.8";"92";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"-2.1";"4.4";"";"";"";"";"";"20.0";"-2.8";"No precipitation";"12";"";"";"";"";
"07.01.2018 05:00";"-0.4";"714.5";"769.3";"1.0";"92";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"-0.9";"4.4";"";"";"";"";"";"18.0";"-1.5";"";"";"";"";"";"";
"07.01.2018 02:00";"2.4";"713.5";"767.5";"0.5";"83";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"1.4";"4.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"18.0";"-0.2";"No precipitation";"6";"";"";"";"";
"06.01.2018 23:00";"1.8";"713.0";"767.2";"0.6";"86";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"1.5";"3.8";"";"";"";"";"";"18.0";"-0.3";"";"";"";"";"";"";
"06.01.2018 20:00";"3.0";"712.4";"766.3";"0.6";"83";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"-2.3";"9.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"18.0";"0.4";"No precipitation";"12";"";"";"";"";
"06.01.2018 17:00";"7.8";"711.8";"764.7";"-0.1";"65";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"-2.3";"9.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"18.0";"1.6";"";"";"";"";"";"";
"06.01.2018 14:00";"8.0";"711.9";"764.7";"-0.7";"62";"Wind blowing from the east-northeast";"1";"";"";"no clouds";" ";"";"";"-2.3";"8.2";"";"";"";"";"";"15.0";"1.0";"No precipitation";"6";"";"";"";"";
"06.01.2018 11:00";"1.7";"712.6";"766.7";"1.3";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"-2.3";"2.0";"";"";"";"";"";"15.0";"-3.2";"";"";"";"";"";"";
"06.01.2018 08:00";"-1.0";"711.3";"765.9";"1.0";"90";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"-2.3";"2.4";"Stratocumulus cumulogenitus.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"15.0";"-2.5";"No precipitation";"12";"";"";"";"";
"06.01.2018 05:00";"-1.0";"710.3";"764.8";"0.2";"92";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"-2.0";"2.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"12.0";"-2.2";"";"";"";"";"";"";
"06.01.2018 02:00";"-0.8";"710.1";"764.5";"0.5";"90";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"-1.0";"2.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"12.0";"-2.2";"No precipitation";"6";"";"";"";"";
"05.01.2018 23:00";"0.9";"709.6";"763.6";"0.9";"89";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"0.8";"2.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"12.0";"-0.7";"";"";"";"";"";"";
"05.01.2018 20:00";"2.2";"708.7";"762.5";"0.4";"76";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"-4.1";"4.8";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"-1.6";"No precipitation";"12";"";"";"";"";
"05.01.2018 17:00";"4.4";"708.3";"761.5";"0.8";"69";"Wind blowing from the south-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"-4.1";"4.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"16.0";"-0.8";"";"";"";"";"";"";
"05.01.2018 14:00";"3.4";"707.5";"760.9";"0.1";"54";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"-4.1";"4.8";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"-5.2";"No precipitation";"6";"";"";"";"";
"05.01.2018 11:00";"-0.4";"707.4";"761.5";"1.2";"93";"Wind blowing from the north-northeast";"1";"";"";"70 – 80%.";" ";"";"";"-4.1";"0.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"18.0";"-1.4";"";"";"";"";"";"";
"05.01.2018 08:00";"-3.4";"706.2";"760.9";"0.3";"100";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"-4.2";"3.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"1000-1500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"-3.4";"No precipitation";"12";"";"";"";"";
"05.01.2018 05:00";"-2.4";"705.9";"760.4";"0.1";"92";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"-3.0";"3.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"-3.5";"";"";"";"";"";"";
"05.01.2018 02:00";"-1.0";"705.8";"760.0";"-0.2";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"-2.0";"3.6";"";"";"";"";"";"20.0";"-2.5";"No precipitation";"6";"";"";"";"";
"04.01.2018 23:00";"1.2";"706.0";"759.7";"0.6";"78";"Wind blowing from the south-east";"2";"";"";"20–30%.";" ";"";"";"0.5";"3.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"15.0";"-2.2";"";"";"";"";"";"";
"04.01.2018 20:00";"3.6";"705.4";"758.6";"1.8";"71";"Wind blowing from the west";"3";"";"";"20–30%.";" ";"";"";"0.2";"4.6";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"12.0";"-1.2";"0.2";"12";"";"";"";"";
"04.01.2018 17:00";"4.5";"703.6";"756.5";"0.6";"74";"Wind blowing from the west";"3";"";"";"70 – 80%.";" ";"";"";"0.2";"4.6";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"14.0";"0.2";"";"";"";"";"";"";
"04.01.2018 14:00";"3.8";"703.0";"755.9";"0.2";"78";"Wind blowing from the west-northwest";"3";"";"";"90  or more, but not 100%";"Clouds generally dissolving or becoming less developed. ";"Rain and snow or other types of solid precipitation";"Rain.";"0.2";"4.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"0.2";"0.2";"6";"";"";"";"";
"04.01.2018 11:00";"2.5";"702.8";"756.1";"0.7";"86";"Wind blowing from the west-northwest";"3";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"Rain and snow or other types of solid precipitation";"Rain.";"0.2";"2.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"8.0";"0.4";"";"";"";"";"";"";
"04.01.2018 08:00";"0.5";"702.1";"755.6";"-0.9";"89";"Calm, no wind";"0";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Rain and snow or other types of solid precipitation";"Rain and snow or other types of solid precipitation";"-2.2";"1.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"8.0";"-1.1";"0.3";"12";"";"";"Uneven layer of loose dry snow covering ground completely.";"less than 0.5";
"04.01.2018 05:00";"0.0";"703.0";"756.8";"-0.1";"88";"Calm, no wind";"0";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"Snow and/or other types of solid precipitation";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"-2.2";"1.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"1000-1500";"Altostratus opacus or Nimbostratus.";"";"8.0";"-1.7";"";"";"";"";"";"";
"04.01.2018 02:00";"0.2";"703.1";"756.8";"-0.5";"85";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"-2.2";"0.4";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"20–30%.";"1000-1500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"-2.1";"No precipitation";"6";"";"";"";"";
"03.01.2018 23:00";"-1.8";"703.6";"757.7";"-0.7";"92";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"-2.1";"0.2";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"-3.0";"";"";"";"";"";"";
"03.01.2018 20:00";"0.0";"704.3";"758.2";"-0.5";"85";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"-0.6";"5.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"20.0";"-2.3";"No precipitation";"12";"";"";"";"";
"03.01.2018 17:00";"3.8";"704.8";"757.9";"-0.9";"69";"Wind blowing from the north-west";"1";"";"";"40%.";" ";"";"";"3.0";"5.4";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"1000-1500";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"25.0";"-1.5";"";"";"";"";"";"";
"03.01.2018 14:00";"5.1";"705.7";"758.7";"-1.3";"60";"Wind blowing from the west-northwest";"6";"";"";"70 – 80%.";" ";"";"";"3.0";"5.2";"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.";"50%.";"1000-1500";"Altocumulus translucidus at a single level.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"18.0";"-2.1";"No precipitation";"6";"";"";"";"";
